accession	target_id	is_query_self	full_evalue	full_score	full_bias	domain_rows	reported_domain_count	best_domain_evalue	best_domain_score	query_length	target_length	query_union_aligned_residues	target_union_aligned_residues	query_coverage	target_coverage	reviewed	entry_name	protein_names	gene_names	organism	organism_id	metadata_length
M1ZEX3	tr|M1ZEX3|M1ZEX3_NITG3	no	4.8e-53	178.2	0.1	1	1	7.8e-53	177.5	251	262	202	200	0.8048	0.7634	unreviewed	M1ZEX3_NITG3	Adenosyl-chloride synthase	NITGR_980023	Nitrospina gracilis (strain 3/211)	1266370	262
A0A062VBU6	tr|A0A062VBU6|A0A062VBU6_9EURY	no	6.8e-53	177.7	0.2	1	1	8.4e-53	177.4	251	260	246	254	0.9801	0.9769	unreviewed	A0A062VBU6_9EURY	Chlorinase	ANME2D_01214	Candidatus Methanoperedens nitratireducens	1392998	260
F0QWW7	tr|F0QWW7|F0QWW7_VULM7	no	7.4e-53	177.6	0.2	1	1	7.8e-52	174.2	251	268	249	263	0.9920	0.9813	unreviewed	F0QWW7_VULM7	Chlorinase	VMUT_0875	Vulcanisaeta moutnovskia (strain 768-28)	985053	268
A0A6M1SW13	tr|A0A6M1SW13|A0A6M1SW13_9BACT	no	8.1e-53	177.4	0.0	1	1	2.6e-52	175.8	251	262	246	254	0.9801	0.9695	unreviewed	A0A6M1SW13_9BACT	SAM-dependent chlorinase/fluorinase	G3570_00905	Halalkalibaculum roseum	2709311	262
F2NGN2	tr|F2NGN2|F2NGN2_DESAR	no	9e-53	177.3	0.0	1	1	1.6e-52	176.5	251	278	186	186	0.7410	0.6691	unreviewed	F2NGN2_DESAR	SAM-dependent chlorinase/fluorinase	Desac_0040	Desulfobacca acetoxidans (strain ATCC 700848 / DSM 11109 / ASRB2)	880072	278
A0A0P6WVG6	tr|A0A0P6WVG6|A0A0P6WVG6_9CHLR	no	9.1e-53	177.3	0.0	1	1	1.2e-52	176.9	251	264	245	257	0.9761	0.9735	unreviewed	A0A0P6WVG6_9CHLR	SAM-dependent chlorinase/fluorinase	AC812_13060	Bellilinea caldifistulae	360411	264
Q1IKS0	tr|Q1IKS0|Q1IKS0_KORVE	no	1.1e-52	177.0	0.1	1	1	1.4e-52	176.6	251	262	243	252	0.9681	0.9618	unreviewed	Q1IKS0_KORVE	SAM-dependent chlorinase/fluorinase	Acid345_3529	Koribacter versatilis (strain Ellin345)	204669	262
A0A1H2GH80	tr|A0A1H2GH80|A0A1H2GH80_9BACT	no	1.2e-52	176.8	0.0	1	1	2e-52	176.2	251	269	245	255	0.9761	0.9480	unreviewed	A0A1H2GH80_9BACT	Adenosyl-chloride synthase	SAMN04487931_105199	Desulfobacula phenolica	90732	269
A0ABV4WLD7	tr|A0ABV4WLD7|A0ABV4WLD7_9CYAN	no	1.3e-52	176.8	0.0	1	1	1.6e-52	176.5	251	262	247	254	0.9841	0.9695	unreviewed	A0ABV4WLD7_9CYAN	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	ACE1CA_14285	Floridaenema evergladense BLCC-F167	3153639	262
A0A1M6SYA8	tr|A0A1M6SYA8|A0A1M6SYA8_9BACT	no	1.6e-52	176.4	0.0	1	1	3e-52	175.6	251	275	244	254	0.9721	0.9236	unreviewed	A0A1M6SYA8_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	SAMN04488087_1278	Rhodothermus profundi	633813	275
A0AA51UH00	tr|A0AA51UH00|A0AA51UH00_9EURY	no	1.7e-52	176.4	0.2	1	1	2e-52	176.1	251	259	247	251	0.9841	0.9691	unreviewed	A0AA51UH00_9EURY	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	RE476_09065	Methanolobus mangrovi	3072977	259
K0NJ78	tr|K0NJ78|K0NJ78_DESTT	no	1.7e-52	176.4	0.0	1	1	2.7e-52	175.7	251	269	245	255	0.9761	0.9480	unreviewed	K0NJ78_DESTT	Conserved uncharacterized protein, DUF62	TOL2_C17720	Desulfobacula toluolica (strain DSM 7467 / Tol2)	651182	269
A0A8J3IEE7	tr|A0A8J3IEE7|A0A8J3IEE7_9CHLR	no	1.9e-52	176.2	0.0	1	1	3e-52	175.6	251	277	187	189	0.7450	0.6823	unreviewed	A0A8J3IEE7_9CHLR	SAM-dependent chlorinase/fluorinase	KSF_021060	Reticulibacter mediterranei	2778369	277
A0A6H1WU18	tr|A0A6H1WU18|A0A6H1WU18_9BACT	no	2e-52	176.2	0.0	1	1	2.4e-52	175.9	251	254	237	241	0.9442	0.9488	unreviewed	A0A6H1WU18_9BACT	SAM-dependent chlorinase/fluorinase	FVE67_07780	Thermosulfurimonas marina	2047767	254
A0A2U9IET7	tr|A0A2U9IET7|A0A2U9IET7_9CREN	no	2e-52	176.1	1.7	1	1	2.5e-52	175.8	251	268	244	250	0.9721	0.9328	unreviewed	A0A2U9IET7_9CREN	SAM-dependent chlorinase/fluorinase	DFR85_07595	Acidianus brierleyi	41673	268
I3IKH9	tr|I3IKH9|I3IKH9_9BACT	no	2.6e-52	175.8	0.0	1	1	5.9e-52	174.6	251	253	232	243	0.9243	0.9605	unreviewed	I3IKH9_9BACT	SAM-dependent chlorinase/fluorinase	KSU1_C0628	Candidatus Jettenia caeni	247490	253
A0ABV0JDE4	tr|A0ABV0JDE4|A0ABV0JDE4_9CYAN	no	2.8e-52	175.7	0.0	1	1	3.5e-52	175.3	251	273	245	252	0.9761	0.9231	unreviewed	A0ABV0JDE4_9CYAN	SAM-dependent chlorinase/fluorinase	NC998_22170	Trichocoleus desertorum GB2-A4	2933944	273
A0A5B8NNG3	tr|A0A5B8NNG3|A0A5B8NNG3_9CHRO	no	3e-52	175.6	0.0	1	1	3.3e-52	175.4	251	257	246	253	0.9801	0.9844	unreviewed	A0A5B8NNG3_9CHRO	SAM-dependent chlorinase/fluorinase	FRE64_13200	Euhalothece natronophila Z-M001	522448	257
A0A2A2HWQ9	tr|A0A2A2HWQ9|A0A2A2HWQ9_9EURY	no	3.1e-52	175.5	0.5	1	1	4.1e-52	175.1	251	262	244	254	0.9721	0.9695	unreviewed	A0A2A2HWQ9_9EURY	S-adenosyl-l-methionine hydroxide adenosyltransferase	ASJ81_16965	Methanosarcina spelaei	1036679	262
A0A326URG9	tr|A0A326URG9|A0A326URG9_THEHA	no	3.4e-52	175.4	0.0	1	1	4.1e-52	175.1	251	271	187	189	0.7450	0.6974	unreviewed	A0A326URG9_THEHA	S-adenosyl-l-methionine hydroxide adenosyltransferase	EI42_00725	Thermosporothrix hazakensis	644383	271
A0AA86T6G6	tr|A0AA86T6G6|A0AA86T6G6_9BACT	no	3.9e-52	175.2	0.0	1	1	1.8e-51	173.0	251	268	185	185	0.7371	0.6903	unreviewed	A0AA86T6G6_9BACT	S-adenosyl-L-methionine hydrolase (Adenosine-forming)	DNFV4_02937	Nitrospira tepida	2973512	268
B4SEE3	tr|B4SEE3|B4SEE3_PELPB	no	4.7e-52	174.9	0.0	1	1	1e-51	173.8	251	274	246	255	0.9801	0.9307	unreviewed	B4SEE3_PELPB	SAM-dependent chlorinase/fluorinase	Ppha_2370	Pelodictyon phaeoclathratiforme (strain DSM 5477 / BU-1)	324925	274
A0A1W1XEI3	tr|A0A1W1XEI3|A0A1W1XEI3_9BACT	no	6.1e-52	174.6	0.0	1	1	7.6e-52	174.3	251	262	246	254	0.9801	0.9695	unreviewed	A0A1W1XEI3_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	SAMN02746041_01469	Desulfacinum hydrothermale DSM 13146	1121390	262
A0A7S7NTP8	tr|A0A7S7NTP8|A0A7S7NTP8_PALFE	no	6.2e-52	174.5	0.0	1	1	8.5e-52	174.1	251	260	191	191	0.7610	0.7346	unreviewed	A0A7S7NTP8_PALFE	SAM-dependent chlorinase/fluorinase	IRI77_06235	Paludibaculum fermentans	1473598	260
A0A0U5AGU7	tr|A0A0U5AGU7|A0A0U5AGU7_9BACT	no	6.8e-52	174.4	0.6	1	1	8.4e-52	174.1	251	261	240	248	0.9562	0.9502	unreviewed	A0A0U5AGU7_9BACT	SAM-dependent chlorinase/fluorinase	THC_0805	Caldimicrobium thiodismutans	1653476	261
B4W3C4	tr|B4W3C4|B4W3C4_9CYAN	no	7.7e-52	174.2	0.0	1	1	9e-52	174.0	251	267	245	252	0.9761	0.9438	unreviewed	B4W3C4_9CYAN	SAM-dependent chlorinase/fluorinase	MC7420_3425	Coleofasciculus chthonoplastes PCC 7420	118168	267
A0A0S4L9W9	tr|A0A0S4L9W9|A0A0S4L9W9_9BACT	no	8.5e-52	174.1	0.0	1	1	1.7e-51	173.1	251	265	195	193	0.7769	0.7283	unreviewed	A0A0S4L9W9_9BACT	Adenosyl-chloride synthase	COMA2_130043	Candidatus Nitrospira nitrificans	1742973	265
A0ABV4Y429	tr|A0ABV4Y429|A0ABV4Y429_9CYAN	no	8.9e-52	174.0	0.0	1	1	1.2e-51	173.6	251	262	246	253	0.9801	0.9656	unreviewed	A0ABV4Y429_9CYAN	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	ACE1CI_38130	Floridaenema flaviceps BLCC-F50	3153642	262
A0ABU3K409	tr|A0ABU3K409|A0ABU3K409_9BACT	no	9.1e-52	174.0	0.0	1	1	4.1e-51	171.9	251	266	234	246	0.9323	0.9248	unreviewed	A0ABU3K409_9BACT	SAM-dependent chlorinase/fluorinase	PPG34_02105	Candidatus Nitronereus thalassa	3020898	266
A1RWP6	tr|A1RWP6|A1RWP6_THEPD	no	9.5e-52	173.9	0.0	1	1	1.4e-51	173.4	251	263	246	255	0.9801	0.9696	unreviewed	A1RWP6_THEPD	SAM-dependent chlorinase/fluorinase	Tpen_0216	Thermofilum pendens (strain DSM 2475 / Hrk 5)	368408	263
A0ABS6RXV1	tr|A0ABS6RXV1|A0ABS6RXV1_9BACT	no	9.7e-52	173.9	0.0	1	1	4.2e-51	171.8	251	272	246	269	0.9801	0.9890	unreviewed	A0ABS6RXV1_9BACT	SAM-dependent chlorinase/fluorinase	HWQ67_07545	Candidatus Magnetobacterium casense	1455061	272
D6TM62	tr|D6TM62|D6TM62_KTERA	no	9.9e-52	173.9	0.0	1	1	1.3e-51	173.5	251	277	186	188	0.7410	0.6787	unreviewed	D6TM62_KTERA	Adenosyl-chloride synthase	Krac_8178	Ktedonobacter racemifer DSM 44963	485913	277
A0A1M6DYW3	tr|A0A1M6DYW3|A0A1M6DYW3_9BACT	no	1.2e-51	173.6	0.0	1	1	3.7e-51	172.0	251	267	243	257	0.9681	0.9625	unreviewed	A0A1M6DYW3_9BACT	Adenosyl-chloride synthase	SAMN02745216_00501	Desulfatibacillum alkenivorans DSM 16219	1121393	267
A0A0C1R0U2	tr|A0A0C1R0U2|A0A0C1R0U2_9CYAN	no	1.3e-51	173.5	0.0	1	1	1.5e-51	173.3	251	257	247	254	0.9841	0.9883	unreviewed	A0A0C1R0U2_9CYAN	SAM-dependent chlorinase/fluorinase	DA73_0400018715	Tolypothrix bouteillei VB521301	1479485	257
A0ABW8WMZ9	tr|A0ABW8WMZ9|A0ABW8WMZ9_9CYAN	no	1.3e-51	173.5	0.0	1	1	1.5e-51	173.3	251	257	247	254	0.9841	0.9883	unreviewed	A0ABW8WMZ9_9CYAN	SAM-dependent chlorinase/fluorinase	AB0759_16555	Scytonema tolypothrichoides VB-61278_2	3232314	257
A0ABW8XC56	tr|A0ABW8XC56|A0ABW8XC56_9CYAN	no	1.3e-51	173.5	0.0	1	1	1.5e-51	173.3	251	257	247	254	0.9841	0.9883	unreviewed	A0ABW8XC56_9CYAN	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	AB0756_17680	Tolypothrix campylonemoides VB511288_2	3232311	257
Q8PY47	tr|Q8PY47|Q8PY47_METMA	no	1.4e-51	173.4	0.4	1	1	1.7e-51	173.1	251	262	246	256	0.9801	0.9771	unreviewed	Q8PY47_METMA	Conserved protein	MM_1017	Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)	192952	262
A0A0E3KYZ7	tr|A0A0E3KYZ7|A0A0E3KYZ7_METTT	no	1.4e-51	173.4	0.7	1	1	1.7e-51	173.1	251	262	245	255	0.9761	0.9733	unreviewed	A0A0E3KYZ7_METTT	S-adenosyl-l-methionine hydroxide adenosyltransferase	MSTHT_1602	Methanosarcina thermophila (strain ATCC 43570 / DSM 1825 / OCM 12 / VKM B-1830 / TM-1)	523844	262
B8FBT9	tr|B8FBT9|B8FBT9_DESAL	no	1.5e-51	173.2	0.0	1	1	4.4e-51	171.8	251	267	243	257	0.9681	0.9625	unreviewed	B8FBT9_DESAL	SAM-dependent chlorinase/fluorinase	Dalk_3152	Desulfatibacillum aliphaticivorans	218208	267
A0A4P8L5B6	tr|A0A4P8L5B6|A0A4P8L5B6_9BACT	no	1.6e-51	173.2	0.0	1	1	3.3e-51	172.2	251	267	245	253	0.9761	0.9476	unreviewed	A0A4P8L5B6_9BACT	SAM-dependent chlorinase/fluorinase	FDQ92_07105	Desulfoglaeba alkanexedens ALDC	980445	267
A0ABR9XNX1	tr|A0ABR9XNX1|A0ABR9XNX1_9CHLB	no	1.6e-51	173.2	0.0	1	1	2.8e-51	172.4	251	277	244	255	0.9721	0.9206	unreviewed	A0ABR9XNX1_9CHLB	SAM-dependent chlorinase/fluorinase	INT08_00030	Prosthecochloris ethylica	2743976	277
A0A2A2GCC5	tr|A0A2A2GCC5|A0A2A2GCC5_9BACT	no	1.7e-51	173.1	0.0	1	1	9e-51	170.7	251	264	244	252	0.9721	0.9545	unreviewed	A0A2A2GCC5_9BACT	SAM-dependent chlorinase/fluorinase	CK503_05045	Fodinibius salipaludis	2032627	264
A0ABX2CZM9	tr|A0ABX2CZM9|A0ABX2CZM9_9CYAN	no	1.9e-51	172.9	0.0	1	1	2.9e-51	172.3	251	266	246	257	0.9801	0.9662	unreviewed	A0ABX2CZM9_9CYAN	Adenosyl-chloride synthase (EC 2.5.1.94)	salL E5S67_02784	Microcoleus asticus IPMA8	2563858	266
A0A5D3YI63	tr|A0A5D3YI63|A0A5D3YI63_9BACT	no	2e-51	172.9	0.0	1	1	5.5e-51	171.4	251	266	188	187	0.7490	0.7030	unreviewed	A0A5D3YI63_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	LX73_1187	Fodinibius salinus	860790	266
A0A830GU91	tr|A0A830GU91|A0A830GU91_9CREN	no	2e-51	172.9	0.1	1	1	2.9e-51	172.4	251	258	188	183	0.7490	0.7093	unreviewed	A0A830GU91_9CREN	SAM-dependent chlorinase/fluorinase	GCM10007981_02350	Thermocladium modestius	62609	258
K9XRY9	tr|K9XRY9|K9XRY9_STAC7	no	2.1e-51	172.8	0.0	1	1	2.5e-51	172.6	251	258	247	253	0.9841	0.9806	unreviewed	K9XRY9_STAC7	Adenosyl-chloride synthase	Sta7437_1251	Stanieria cyanosphaera (strain ATCC 29371 / PCC 7437)	111780	258
A3IPF2	tr|A3IPF2|A3IPF2_9CHRO	no	2.1e-51	172.8	0.0	1	1	2.9e-51	172.3	251	270	247	254	0.9841	0.9407	unreviewed	A3IPF2_9CHRO	SAM-dependent chlorinase/fluorinase	CY0110_26338	Crocosphaera chwakensis CCY0110	391612	270
A0ABX3IJH5	tr|A0ABX3IJH5|A0ABX3IJH5_9BACT	no	2.3e-51	172.7	1.3	1	1	2.7e-51	172.5	251	252	247	250	0.9841	0.9921	unreviewed	A0ABX3IJH5_9BACT	Adenosyl-chloride synthase	XJ44_01035	Thermosipho affectus	660294	252
A0A031LMG6	tr|A0A031LMG6|A0A031LMG6_9CREN	no	2.4e-51	172.6	2.9	1	1	2.9e-51	172.4	251	270	244	251	0.9721	0.9296	unreviewed	A0A031LMG6_9CREN	SAM-dependent chlorinase/fluorinase	CM19_09475	Candidatus Acidianus copahuensis	1160895	270
A0A563VTR8	tr|A0A563VTR8|A0A563VTR8_9CYAN	no	2.4e-51	172.6	0.0	1	1	2.9e-51	172.3	251	261	244	250	0.9721	0.9579	unreviewed	A0A563VTR8_9CYAN	SAM-dependent chlorinase/fluorinase	H1P_290007	Hyella patelloides LEGE 07179	945734	261
B9KAW9	tr|B9KAW9|B9KAW9_THENN	no	2.5e-51	172.5	0.7	1	1	1.1e-50	170.4	251	263	244	258	0.9721	0.9810	unreviewed	B9KAW9_THENN	Adenosyl-chloride synthase	CTN_1926	Thermotoga neapolitana (strain ATCC 49049 / DSM 4359 / NBRC 107923 / NS-E)	309803	263
A0A0F8BDL1	tr|A0A0F8BDL1|A0A0F8BDL1_METMZ	no	2.6e-51	172.5	0.7	1	1	3e-51	172.3	251	262	246	256	0.9801	0.9771	unreviewed	A0A0F8BDL1_METMZ	S-adenosyl-l-methionine hydroxide adenosyltransferase	DU47_00435	Methanosarcina mazei (Methanosarcina frisia)	2209	262
A0A1M5SI94	tr|A0A1M5SI94|A0A1M5SI94_9BACT	no	2.8e-51	172.4	1.4	1	1	3.2e-51	172.2	251	252	245	248	0.9761	0.9841	unreviewed	A0A1M5SI94_9BACT	Adenosyl-chloride synthase	SAMN02745199_0862	Thermosipho atlanticus DSM 15807	1123380	252
A0A1W1IBK9	tr|A0A1W1IBK9|A0A1W1IBK9_9BACT	no	3.1e-51	172.3	0.0	1	1	1.9e-50	169.7	251	270	244	260	0.9721	0.9630	unreviewed	A0A1W1IBK9_9BACT	Adenosyl-chloride synthase	NSJP_3986	Nitrospira japonica	1325564	270
D0MIM7	tr|D0MIM7|D0MIM7_RHOM4	no	3.2e-51	172.2	0.0	1	1	5.7e-51	171.4	251	273	244	254	0.9721	0.9304	unreviewed	D0MIM7_RHOM4	SAM-dependent chlorinase/fluorinase	Rmar_1448	Rhodothermus marinus (strain ATCC 43812 / DSM 4252 / R-10) (Rhodothermus obamensis)	518766	273
A0A5B8Y093	tr|A0A5B8Y093|A0A5B8Y093_9DELT	no	3.3e-51	172.2	0.0	1	1	4.2e-51	171.8	251	264	241	250	0.9602	0.9470	unreviewed	A0A5B8Y093_9DELT	SAM-dependent chlorinase/fluorinase	FRD01_21460	Microvenator marinus	2600177	264
K9TGL5	tr|K9TGL5|K9TGL5_9CYAN	no	3.3e-51	172.2	0.0	1	1	4e-51	171.9	251	258	245	253	0.9761	0.9806	unreviewed	K9TGL5_9CYAN	SAM-dependent chlorinase/fluorinase	Oscil6304_2016	Oxynema acuminatum PCC 6304	56110	258
A0A7V8NR07	tr|A0A7V8NR07|A0A7V8NR07_9BACT	no	3.8e-51	172.0	0.1	1	1	1.5e-50	170.0	251	264	242	253	0.9641	0.9583	unreviewed	A0A7V8NR07_9BACT	SAM-dependent chlorinase/fluorinase	HRJ53_13090	Candidatus Acidiferrum panamense	2741543	264
A0A0E3SAV6	tr|A0A0E3SAV6|A0A0E3SAV6_9EURY	no	5.2e-51	171.5	0.4	1	1	6.2e-51	171.3	251	262	246	256	0.9801	0.9771	unreviewed	A0A0E3SAV6_9EURY	Chlorinase	MSHOH_0379	Methanosarcina horonobensis HB-1 = JCM 15518	1434110	262
G4RL31	tr|G4RL31|G4RL31_THETK	no	5.2e-51	171.5	0.3	1	1	2.5e-50	169.3	251	258	244	252	0.9721	0.9767	unreviewed	G4RL31_THETK	S-adenosyl-l-methionine hydroxide adenosyltransferase	TTX_1655	Thermoproteus tenax (strain ATCC 35583 / DSM 2078 / JCM 9277 / NBRC 100435 / Kra 1)	768679	258
A0A1E3G491	tr|A0A1E3G491|A0A1E3G491_9BACT	no	5.6e-51	171.4	0.2	1	1	7.1e-51	171.1	251	252	246	249	0.9801	0.9881	unreviewed	A0A1E3G491_9BACT	SAM-dependent chlorinase/fluorinase	A4H02_03685	Fervidobacterium thailandense	1008305	252
A0A133UIR0	tr|A0A133UIR0|A0A133UIR0_9EURY	no	6.2e-51	171.3	0.2	1	1	7.8e-51	170.9	251	265	186	187	0.7410	0.7057	unreviewed	A0A133UIR0_9EURY	Uncharacterized protein	AKJ65_05500	candidate division MSBL1 archaeon SCGC-AAA259E19	1698264	265
A0A1M5CS29	tr|A0A1M5CS29|A0A1M5CS29_9BACT	no	6.5e-51	171.2	0.0	1	1	8.4e-51	170.8	251	273	245	253	0.9761	0.9267	unreviewed	A0A1M5CS29_9BACT	Adenosyl-chloride synthase	SAMN02745206_02261	Desulfacinum infernum DSM 9756	1121391	273
A0ABX7S8K9	tr|A0ABX7S8K9|A0ABX7S8K9_9BACT	no	6.6e-51	171.2	0.6	1	1	7.3e-51	171.0	251	252	246	249	0.9801	0.9881	unreviewed	A0ABX7S8K9_9BACT	SAM-dependent chlorinase/fluorinase	JYK00_09595	Thermosipho ferrireducens	2571116	252
K9YYN2	tr|K9YYN2|K9YYN2_DACS8	no	6.6e-51	171.2	0.0	1	1	7.9e-51	170.9	251	263	245	252	0.9761	0.9582	unreviewed	K9YYN2_DACS8	SAM-dependent chlorinase/fluorinase	Dacsa_2611	Dactylococcopsis salina (strain PCC 8305) (Myxobactron salinum)	13035	263
A0ABV4YCT6	tr|A0ABV4YCT6|A0ABV4YCT6_9CYAN	no	6.8e-51	171.1	0.0	1	1	8.7e-51	170.8	251	259	247	251	0.9841	0.9691	unreviewed	A0ABV4YCT6_9CYAN	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	ACE1B6_15390	Floridaenema fluviatile BLCC-F154	3153640	259
A0ABT7BY04	tr|A0ABT7BY04|A0ABT7BY04_9CYAN	no	7.4e-51	171.0	0.0	1	1	8.6e-51	170.8	251	262	246	253	0.9801	0.9656	unreviewed	A0ABT7BY04_9CYAN	SAM-dependent chlorinase/fluorinase	PMH09_12855	Roseofilum casamattae BLCC-M143	3022442	262
A0ABT3PLU3	tr|A0ABT3PLU3|A0ABT3PLU3_9BACT	no	7.6e-51	171.0	0.0	1	1	1.8e-50	169.7	251	262	246	254	0.9801	0.9695	unreviewed	A0ABT3PLU3_9BACT	SAM-dependent chlorinase/fluorinase	J6I44_08385	Fodinibius salsisoli	2820877	262
O58212	sp|O58212|RSAMH_PYRHO	no	8.4e-51	170.8	0.4	1	1	9.3e-51	170.7	251	256	246	252	0.9801	0.9844	reviewed	RSAMH_PYRHO	(R)-S-adenosyl-L-methionine hydrolase (EC 3.13.2.3) (S-adenosyl-L-methionine hydrolase (adenosine-forming)) (SAM hydrolase (adenosine-forming)) (S-adenosyl-L-methionine:hydroxide adenosyltransferase) (SAM hydroxide adenosyltransferase)	PH0463	Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3)	70601	256
H1XWB1	tr|H1XWB1|H1XWB1_CALA1	no	9.6e-51	170.6	0.3	1	1	1.5e-50	170.0	251	262	240	247	0.9562	0.9427	unreviewed	H1XWB1_CALA1	S-adenosyl-l-methionine hydroxide adenosyltransferase	Calab_3416	Caldithrix abyssi (strain DSM 13497 / VKM B-2286 / LF13)	880073	262
A0A0E3QWS7	tr|A0A0E3QWS7|A0A0E3QWS7_METBA	no	9.7e-51	170.6	0.9	1	1	1.1e-50	170.4	251	262	247	257	0.9841	0.9809	unreviewed	A0A0E3QWS7_METBA	S-adenosyl-l-methionine hydroxide adenosyltransferase	MSBRM_3167	Methanosarcina barkeri MS	1434108	262
A0A0E3L9I2	tr|A0A0E3L9I2|A0A0E3L9I2_9EURY	no	1e-50	170.6	1.3	1	1	1.1e-50	170.4	251	262	245	255	0.9761	0.9733	unreviewed	A0A0E3L9I2_9EURY	S-adenosyl-l-methionine hydroxide adenosyltransferase	MSSIT_3597	Methanosarcina siciliae T4/M	1434120	262
A0A830EAD7	tr|A0A830EAD7|A0A830EAD7_9CREN	no	1.2e-50	170.3	0.2	1	1	1.9e-49	166.4	251	268	248	262	0.9880	0.9776	unreviewed	A0A830EAD7_9CREN	Chlorinase	Vsou_17410	Vulcanisaeta souniana JCM 11219	1293586	268
F7XKV8	tr|F7XKV8|F7XKV8_METZD	no	1.4e-50	170.1	0.0	1	1	1.7e-50	169.8	251	262	244	250	0.9721	0.9542	unreviewed	F7XKV8_METZD	SAM-dependent chlorinase/fluorinase	Mzhil_1992	Methanosalsum zhilinae (strain DSM 4017 / NBRC 107636 / OCM 62 / WeN5) (Methanohalophilus zhilinae)	679901	262
A0A081BUL5	tr|A0A081BUL5|A0A081BUL5_VECG1	no	1.4e-50	170.1	0.4	1	1	2.3e-50	169.4	251	269	195	197	0.7769	0.7323	unreviewed	A0A081BUL5_VECG1	Adenosyl-chloride synthase	U27_02982	Vecturithrix granuli	1499967	269
A0AA96GMZ2	tr|A0AA96GMZ2|A0AA96GMZ2_9BACT	no	1.5e-50	170.0	0.0	1	1	3.3e-50	168.9	251	266	244	256	0.9721	0.9624	unreviewed	A0AA96GMZ2_9BACT	SAM-dependent chlorinase/fluorinase	PQG83_05615	Candidatus Nitrospira neomarina	3020899	266
A0AAU9JH50	tr|A0AAU9JH50|A0AAU9JH50_9CILI	no	1.5e-50	170.0	0.0	1	1	1.9e-50	169.7	251	260	240	245	0.9562	0.9423	unreviewed	A0AAU9JH50_9CILI	Uncharacterized protein	BSTOLATCC_MIC40987	Blepharisma stoltei	1481888	260
A0A9E7SR30	tr|A0A9E7SR30|A0A9E7SR30_THEAG	no	1.6e-50	169.9	0.7	1	1	1.8e-50	169.8	251	258	247	251	0.9841	0.9729	unreviewed	A0A9E7SR30_THEAG	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	NF865_07675	Thermococcus aggregans	110163	258
A0ABQ3UJF6	tr|A0ABQ3UJF6|A0ABQ3UJF6_9CHLR	no	1.6e-50	169.9	0.0	1	1	3.1e-50	169.0	251	279	186	188	0.7410	0.6738	unreviewed	A0ABQ3UJF6_9CHLR	SAM-dependent chlorinase/fluorinase	KSB_10300	Ktedonobacter robiniae	2778365	279
A9B677	tr|A9B677|A9B677_HERA2	no	1.7e-50	169.8	0.0	1	1	1.9e-50	169.6	251	272	185	192	0.7371	0.7059	unreviewed	A9B677_HERA2	Adenosyl-chloride synthase	Haur_3652	Herpetosiphon aurantiacus (strain ATCC 23779 / DSM 785 / 114-95)	316274	272
A0ABP9WWF0	tr|A0ABP9WWF0|A0ABP9WWF0_9CHLR	no	1.9e-50	169.7	0.0	1	1	2.2e-50	169.5	251	273	185	192	0.7371	0.7033	unreviewed	A0ABP9WWF0_9CHLR	Adenosyl-chloride synthase	salL Hgul01_00237	Herpetosiphon gulosus	1973496	273
A0AAW9QFL0	tr|A0AAW9QFL0|A0AAW9QFL0_9CHRO	no	2.1e-50	169.6	0.0	1	1	2.5e-50	169.3	251	262	245	252	0.9761	0.9618	unreviewed	A0AAW9QFL0_9CHRO	SAM-dependent chlorinase/fluorinase	V0288_02025	Pannus brasiliensis CCIBt3594	1427578	262
A0ABT2MPZ0	tr|A0ABT2MPZ0|A0ABT2MPZ0_9CYAN	no	2.1e-50	169.5	0.0	1	1	3.1e-50	169.0	251	258	245	253	0.9761	0.9806	unreviewed	A0ABT2MPZ0_9CYAN	SAM-dependent chlorinase/fluorinase	NG799_09530	Laspinema palackyanum D2a	2953684	258
A0A1H0NBL1	tr|A0A1H0NBL1|A0A1H0NBL1_9BACT	no	2.2e-50	169.5	0.0	1	1	3.7e-50	168.7	251	269	244	255	0.9721	0.9480	unreviewed	A0A1H0NBL1_9BACT	S-adenosyl-l-methionine hydroxide adenosyltransferase	SAMN05660330_01326	Desulforhopalus singaporensis	91360	269
A0AA96GBY6	tr|A0AA96GBY6|A0AA96GBY6_9BACT	no	2.3e-50	169.4	0.0	1	1	5e-50	168.3	251	266	244	256	0.9721	0.9624	unreviewed	A0AA96GBY6_9BACT	SAM-dependent chlorinase/fluorinase	PP769_14615	Candidatus Nitrospira allomarina	3020900	266
